"study.id","journal.name","publication.title","doi","url","doi_clean","doi_url"
6886,"Journal of Mammalogy","Reducing bat fatalities at wind facilities while improving the economic efficiency of operational mitigation",NA,"https://doi.org/10.1093/jmammal/gyx005","10.1093/jmammal/gyx005","https://doi.org/10.1093/jmammal/gyx005"
6887,NA,"Reduktion des Kollisionsrisikos von Fledermäusen an Onshore-Windenergieanlagen (RENEBAT II): Ergebnisse eines Forschungsvorhabens",NA,"https://www.repo.uni-hannover.de/handle/123456789/285",NA,NA
6889,"Northwestern Naturalist","Effects of gates on the nighttime use of mines by bats in northern Idaho","https://doi.org/10.1898/10-26.1","http://www.bioone.org/doi/abs/10.1898/10-26.1","10.1898/10-26.1","https://doi.org/10.1898/10-26.1"
6890,"Protecting threatened bats at coal mines: A technical interactive forum","Converting abandoned mines to suitable hibernacula for endangered Indiana bats",NA,"https://www.osmre.gov/resources/library/proceedings/2010ProtectingThreatenedBatsCoalMinesForum.pdf",NA,NA
6891,NA,"Development of a cost-effective method for monitoring the effectiveness of mitigation for bats crossing linear transport infrastructure",NA,"http://sciencesearch.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=18518",NA,NA
6892,"Biological Conservation","Differential use of highway underpasses by bats","https://doi.org/10.1016/j.biocon.2017.05.022","https://www.sciencedirect.com/science/article/abs/pii/S000632071730068X","10.1016/j.biocon.2017.05.022","https://doi.org/10.1016/j.biocon.2017.05.022"
6893,"Frontiers in Ecology and Evolution","Vegetated fauna overpass disguises road presence and facilitates permeability for forest microbats in Brisbane, Australia","https://doi.org/10.3389/fevo.2017.00153","https://www.frontiersin.org/articles/10.3389/fevo.2017.00153/full","10.3389/fevo.2017.00153","https://doi.org/10.3389/fevo.2017.00153"
6894,"Canadian Journal of Forest Research","Bat activity is low in thinned and unthinned stands of red pine","https://doi.org/10.1139/x03-177","http://www.nrcresearchpress.com/doi/10.1139/x03-177#.XAbJVGj7RPY","10.1139/x03-177","https://doi.org/10.1139/x03-177"
6895,"Journal of Applied Ecology","Bat communities respond positively to large-scale thinning of forest regrowth","https://doi.org/10.1111/1365-2664.12691","https://besjournals.onlinelibrary.wiley.com/doi/epdf/10.1111/1365-2664.12691","10.1111/1365-2664.12691","https://doi.org/10.1111/1365-2664.12691"
6896,"Conservation Biology","Improved timber harvest techniques maintain biodiversity in tropical forests","https://doi.org/10.1016/j.cub.2014.10.067","https://www.sciencedirect.com/science/article/pii/S0960982214014158","10.1016/j.cub.2014.10.067","https://doi.org/10.1016/j.cub.2014.10.067"
6897,"Hystrix, the Italian Journal of Mammalogy (English, 1994-)","The effect of thinning on bat activity in Italian high forests: the LIFE+ ""ManFor C.BD."" experience","https://doi.org/10.4404/hystrix-26.2-11477","http://www.italian-journal-of-mammalogy.it/pdf-77179-13332?filename=The%20effect%20of%20thinning%20on.pdf","10.4404/hystrix-26.2-11477","https://doi.org/10.4404/hystrix-26.2-11477"
6898,"Barbastella","Recuperación de la colonia de <i>Miniopterus schreibersii</i> de la cueva de Cueva de Ágreda (Soria)",NA,"http://secemu.org/wp-content/uploads/2016/12/Alcalde_et_al_2012.pdf",NA,NA
6899,"Acta Chiropterologica","Effects of cave gating on population trends at individual hibernacula of the Indiana bat (<i>Myotis sodalis</i>)","https://doi.org/10.3161/150811014X683345","http://www.bioone.org/doi/abs/10.3161/150811014X683345","10.3161/150811014X683345","https://doi.org/10.3161/150811014X683345"
6900,"Acta Chiropterologica","Population trends of cave-dwelling bats in the eastern Iberian Peninsula and the effect of protecting their roosts","https://doi.org/10.3161/15081109ACC2017.19.1.008","http://www.bioone.org/doi/abs/10.3161/15081109ACC2017.19.1.008","10.3161/15081109ACC2017.19.1.008","https://doi.org/10.3161/15081109ACC2017.19.1.008"
6901,"Journal of Wildlife Management","Effects of cave tours on breeding <i>Myotis velifer</i>",NA,"https://www.jstor.org/stable/3803128",NA,NA
6902,"Wildlife Research","Prescribed fire in eucalypt woodlands: immediate effects on a microbat community of northern Australia",NA,"http://www.publish.csiro.au/WR/WR12133",NA,NA
6903,"Wildlife Society Bulletin","Relationships between bat occupancy and habitat and landscape structure along a savanna, woodland, forest gradient in the Missouri Ozarks","https://doi.org/10.1002/wsb.512","https://www.fs.fed.us/nrs/pubs/jrnl/2015/nrs_2015_starbuck_001.pdf","10.1002/wsb.512","https://doi.org/10.1002/wsb.512"
6904,"Acta Chiropterologica","Influence of reservoirs created by small dams on the activity of bats","https://doi.org/10.3161/15081109ACC2016.18.2.007","http://www.bioone.org/doi/abs/10.3161/15081109ACC2016.18.2.007?journalCode=acta","10.3161/15081109ACC2016.18.2.007","https://doi.org/10.3161/15081109ACC2016.18.2.007"
6905,"Chiroptera Neotropical","Confinamento de una colonia de <i>Tadarida brasiliensis</i>, una alternativa de manejo compatible con la conservación",NA,"https://chiroptera.unb.br/index.php/cn/article/view/254",NA,NA
6906,"Biological Conservation","Controlling invasive predators enhances the long-term survival of endangered New Zealand long-tailed bats (<i>Chalinolobus tuberculatus</i>): Implications for conservation of bats on oceanic islands","https://doi.org/10.1016/j.biocon.2017.08.015","https://www.sciencedirect.com/science/article/abs/pii/S0006320717305347","10.1016/j.biocon.2017.08.015","https://doi.org/10.1016/j.biocon.2017.08.015"
6907,"PLoS ONE","Host, pathogen, and environmental characteristics predict white-nose syndrome mortality in captive little brown myotis (<i>Myotis lucifugus</i>)","https://doi.org/10.1371/journal.pone.0112502","https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0112502&type=printable","10.1371/journal.pone.0112502","https://doi.org/10.1371/journal.pone.0112502"
6908,"Journal of Applied Ecology","Efficacy of a probiotic bacterium to treat bats affected by the disease white-nose syndrome","https://doi.org/10.1111/1365-2664.12757","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2664.12757","10.1111/1365-2664.12757","https://doi.org/10.1111/1365-2664.12757"
6909,"Animal Conservation","Community composition and activity of insectivorous bats in Mediterranean olive farms","https://doi.org/10.1111/acv.12209","https://zslpublications.onlinelibrary.wiley.com/doi/10.1111/acv.12209","10.1111/acv.12209","https://doi.org/10.1111/acv.12209"
6910,"Royal Society Open Science","Age of enlightenment: long-term effects of outdoor aesthetic lights on bats in churches","https://doi.org/10.1098/rsos.161077","https://royalsocietypublishing.org/doi/pdf/10.1098/rsos.161077","10.1098/rsos.161077","https://doi.org/10.1098/rsos.161077"
6911,"Conservation Biology","Street lighting disturbs commuting bats","https://doi.org/10.1016/j.cub.2009.05.058","https://ac.els-cdn.com/S0960982209011932/1-s2.0-S0960982209011932-main.pdf?_tid=adb1276e-2ebd-47f8-9855-4ea3175149b0&acdnat=1544029102_76f7ff647612d219377e4834169ce09a","10.1016/j.cub.2009.05.058","https://doi.org/10.1016/j.cub.2009.05.058"
6912,"Lutra","Experimental evidence of light disturbance along commuting routes of pond bats <i>Myotis dasycneme</i>",NA,"https://www.zoogdiervereniging.nl/sites/default/files/imce/nieuwesite/Publicatie%20fotos/Lutra/downloads/Lutra%2051-1%20Kuijper%20et%20al.pdf",NA,NA
6913,"Animal Conservation","Adverse effects of artificial illumination on bat drinking activity","https://doi.org/10.1111/acv.12340","https://zslpublications.onlinelibrary.wiley.com/doi/pdf/10.1111/acv.12340","10.1111/acv.12340","https://doi.org/10.1111/acv.12340"
6914,"Global Change Biology","Is part-night lighting an effective measure to limit the impacts of artificial lighting on bats","https://doi.org/10.1111/gcb.13036","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.13036","10.1111/gcb.13036","https://doi.org/10.1111/gcb.13036"
6915,NA,"The biodiversity impacts of street lighting. Appendix G: An experimental test of a mitigation strategy to reduce the impacts of lighting on bats",NA,"http://sciencesearch.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=17822",NA,NA
6916,"Proceedings of the Royal Society B: Biological Sciences","Response of bats to light with different spectra: light-shy and agile bat presence is affected by white and green, but not red light","10.1098/rspb.2017.0075","http://rspb.royalsocietypublishing.org/content/284/1855/20170075.full.pdf","10.1098/rspb.2017.0075","https://doi.org/10.1098/rspb.2017.0075"
6917,"Biodiversity and Conservation","Are species listed in the Annex II of the Habitats Directive better represented in Natura 2000 network than the remaining species? A test using Spanish bats","https://doi.org/10.1007/s10531-015-0937-1","https://link.springer.com/article/10.1007/s10531-015-0937-1","10.1007/s10531-015-0937-1","https://doi.org/10.1007/s10531-015-0937-1"
6918,"Journal for Nature Conservation","Poor effectiveness of Natura 2000 beech forests in protecting forest-dwelling bats",NA,"https://doi.org/10.1016/j.jnc.2014.07.003","10.1016/j.jnc.2014.07.003","https://doi.org/10.1016/j.jnc.2014.07.003"
6919,NA,"Protecting and managing underground sites for bats",NA,"http://www.eurobats.org/sites/default/files/documents/publications/publication_series/EUROBATS_PublSer_No2_English_5th_edition_2017.pdf",NA,NA
6920,"PLoS ONE","Mitigating the impact of bats in historic churches: the response of Natterer’s bats <i>Myotis nattereri</i> to artificial roosts and deterrence","https://doi.org/10.1371/journal.pone.0146782","https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0146782&type=printable","10.1371/journal.pone.0146782","https://doi.org/10.1371/journal.pone.0146782"
6921,"Forest Ecology and Management","Artificial tree hollow creation for cavity-using wildlife – trialling an alternative method to that of nest boxes","https://doi.org/10.1016/j.foreco.2017.09.062","https://www.sciencedirect.com/science/article/pii/S0378112717310101","10.1016/j.foreco.2017.09.062","https://doi.org/10.1016/j.foreco.2017.09.062"
6922,"Suffolk Natural History","Two Mile Bottom bat hibernaculum from folly to fantasy",NA,"https://www.aurum-ecology.co.uk/pdf/TwoMileBottomHibernaculum.pdf",NA,NA
6923,"Revista de Biología Tropical","Murciélagos (Mammalia: Chiroptera) en áreas nativas y reforestadas en Rancho Alegre, Paraná, Brasil",NA,"https://www.redalyc.org/articulo.oa?id=44918952022",NA,NA
6924,"Biological Conservation","Habitat features act as unidirectional and dynamic filters to bat use of production landscapes","https://doi.org/10.1016/j.biocon.2017.02.024","https://www.sciencedirect.com/science/article/abs/pii/S000632071730277X","10.1016/j.biocon.2017.02.024","https://doi.org/10.1016/j.biocon.2017.02.024"
6925,"Mammalian Biology","Effect of water quality on species richness and activity of desert-dwelling bats","https://doi.org/10.1016/j.mambio.2015.03.009","https://www.sciencedirect.com/science/article/pii/S161650471500035X","10.1016/j.mambio.2015.03.009","https://doi.org/10.1016/j.mambio.2015.03.009"
6926,"Biological Conservation","Artificial wetlands and surrounding habitats provide important foraging habitat for bats in agricultural landscapes in the Western Cape, South Africa","https://doi.org/10.1016/j.biocon.2013.04.017","https://www.sciencedirect.com/science/article/abs/pii/S0006320713001201","10.1016/j.biocon.2013.04.017","https://doi.org/10.1016/j.biocon.2013.04.017"
6927,"Acta Chiropterologica","Activity of insectivorous bats is related to water availability in a highly modified Mexican temperate forest","https://doi.org/10.3161/15081109ACC2016.18.2.008","http://www.bioone.org/doi/abs/10.3161/15081109ACC2016.18.2.008","10.3161/15081109ACC2016.18.2.008","https://doi.org/10.3161/15081109ACC2016.18.2.008"
6928,"Wildlife Research","The efficacy of nestboxes versus spotlighting for detecting feathertail gliders","https://doi.org/10.1071/WR99018","http://www.publish.csiro.au/wr/WR99018","10.1071/WR99018","https://doi.org/10.1071/WR99018"
6929,"Hystrix, the Italian Journal of Mammalogy (English, 1994-)","Artificial roosts for bats: education and research. The ""Be a Bat's Friend"" project of the Natural History Museum of the University of Florence","https://doi.org/10.4404/hystrix-22.1-4540","http://www.italian-journal-of-mammalogy.it/pdf-77312-13463?filename=Artificial%20roosts%20for.pdf","10.4404/hystrix-22.1-4540","https://doi.org/10.4404/hystrix-22.1-4540"
6930,"Wildlife Society Bulletin","Artificial roosts for tree-roosting bats in northern Arizona","https://doi.org/10.1002/wsb.214","https://wildlife.onlinelibrary.wiley.com/doi/abs/10.1002/wsb.214","10.1002/wsb.214","https://doi.org/10.1002/wsb.214"
6931,"Barbastella","Ocupación de cajas-refugio por murciélagos en Navarra","http://dx.doi.org/10.14709/BarbJ.6.1.2013.05","http://secemu.org/wp-content/uploads/2016/12/Alcalde_et_al_2013.pdf","10.14709/BarbJ.6.1.2013.05","https://doi.org/10.14709/BarbJ.6.1.2013.05"
6932,"Biological Conservation","Artificial bat roosts did not accelerate forest regeneration in abandoned pastures in southern Costa Rica","https://doi.org/10.1016/j.biocon.2013.06.026","https://www.sciencedirect.com/science/article/abs/pii/S0006320713002164","10.1016/j.biocon.2013.06.026","https://doi.org/10.1016/j.biocon.2013.06.026"
6933,"Acta Chiropterologica","Roost site selection in pregnant and lactating soprano pipistrelles (<i>Pipistrellus pygmaeus</i> Leach, 1825) at the species northern extreme: the importance of warm and safe roosts",NA,"http://www.bioone.org/doi/abs/10.3161/150811014X687305","10.3161/150811014X687305","https://doi.org/10.3161/150811014X687305"
6934,NA,"The Vincent Wildlife Trust’s Irish Bat Box Schemes",NA,"http://www.vwt.org.uk/wp-content/uploads/2015/08/VWTIrelandBatBoxReport.pdf",NA,NA
6935,"Galemys","Ocupación de cajas-refugio por murciélagos en el parque de Salburua (Vitoria-Gasteiz)",NA,"http://www.secem.es/galemys/index.php/Galemys/article/view/Galemys.2016.A3/81",NA,NA
6936,"Acta Chiropterologica","Bat boxes - a review of their use and application, past, present and future","https://doi.org/10.3161/15081109ACC2016.18.1.017","http://www.bioone.org/doi/abs/10.3161/15081109ACC2016.18.1.017","10.3161/15081109ACC2016.18.1.017","https://doi.org/10.3161/15081109ACC2016.18.1.017"
6937,"ANLiegen Natur: Zeitschrift für Naturschutz und Angewandte Landschaftsökologie","Zur Wirksamkeit von Fledermauskästen als vorgezogene Ausgleichsmaßnahme",NA,"https://www.anl.bayern.de/publikationen/anliegen/doc/an39101zahn_et_al_2017_fledermauskaesten.pdf",NA,NA
6938,"Mammal Review","Bat boxes are not a silver bullet conservation tool",NA,"https://doi.org/10.1111/mam.12097","10.1111/mam.12097","https://doi.org/10.1111/mam.12097"
6939,"Urban Ecosystems","Bat boxes in urban non-native forests: a popular practice that should be reconsidered",NA,"https://doi.org/10.1007/s11252-016-0582-9","10.1007/s11252-016-0582-9","https://doi.org/10.1007/s11252-016-0582-9"
6940,"Journal of Mammalogy","Successful breeding in captive <i>Artibeus</i>","https://doi.org/10.2307/1377542","https://academic.oup.com/jmammal/article-abstract/41/4/508/873448?redirectedFrom=fulltext","10.2307/1377542","https://doi.org/10.2307/1377542"
6941,"International Zoo Yearbook","Maintenance and breeding in captivity of some vespertilionid bats, with special reference to the noctule",NA,"https://doi.org/10.1111/j.1748-1090.1970.tb01280.x","10.1111/j.1748-1090.1970.tb01280.x","https://doi.org/10.1111/j.1748-1090.1970.tb01280.x"
6942,"Laboratory Animals","The breeding, care and management of vespertilionid bats in the laboratory","https://doi.org/10.1258/002367770781071635","https://journals.sagepub.com/doi/pdf/10.1258/002367770781071635","10.1258/002367770781071635","https://doi.org/10.1258/002367770781071635"
6943,"Journal of Mammalogy","Care and management of the long-tongued bat, <i>Glossophaga soricina</i> (Chiroptera: Phyllostomatidae), in the laboratory, with observations on estivation induced by food deprivation","https://doi.org/10.2307/1379126","https://academic.oup.com/jmammal/article-abstract/54/2/391/895802?redirectedFrom=fulltext","10.2307/1379126","https://doi.org/10.2307/1379126"
6944,"Bats in Captivity Volume 2: Aspects of Rehabilitation","Hand rearing infant bats: little golden mantled flying fox (<i>Pteropus pumilus</i>) at Lubee Bat Conservancy and associated vitamin C deficiency",NA,"https://doi.org/10.3161/001.013.0101","10.3161/001.013.0101","https://doi.org/10.3161/001.013.0101"
6945,"Brazilian Journal of Biology","Reproduction of <i>Phylloderma stenops</i> in captivity (Chiroptera, Phyllostomidae)",NA,"http://dx.doi.org/10.1590/S1519-69842012000100020","10.1590/S1519-69842012000100020","https://doi.org/10.1590/S1519-69842012000100020"
6946,"Chiroptera Neotropical","Recria artificial de falso-vampiro (<i>Phyllostomus hastatus</i>)",NA,"https://www.bvs-vet.org.br/vetindex/periodicos/chiroptera-neotropical/8-(2002)-1-2/recria-artificial-de-falso-vampiro-phyllostomus-hastatus/",NA,NA
6947,"Animal Welfare","Post-release survival of hand-reared pipistrelle bats (<i>Pipistrellus</i> spp.)","10.3354/esr00299","https://www.int-res.com/articles/esr2010/12/n012p107.pdf","10.3354/esr00299","https://doi.org/10.3354/esr00299"
6948,"Animal Welfare","Further evidence for the post-release survival of hand-reared, orphaned bats based on radio-tracking and ring-return data",NA,"https://www.ufaw.org.uk/downloads/awj-abstracts/v21-1-kelly.pdf",NA,NA
6949,"Animal Welfare","The post-release fate of hand-reared orphaned bats: survival and habitat selection",NA,"https://www.ufaw.org.uk/downloads/awj-abstracts/v21-1-serangeli.pdf",NA,NA
6973,"African Journal of Marine Science","Fishing methods for sustainable shrimp fisheries in the Canary Islands (North-West Africa)","https://doi.org/10.2989/1814232X.2012.725281","http://www.tandfonline.com/doi/abs/10.2989/1814232X.2012.725281","10.2989/1814232X.2012.725281","https://doi.org/10.2989/1814232X.2012.725281"
6977,"Fisheries Research","Progressively evaluating a penaeid W trawl to improve eco-efficiency","https://doi.org/10.1016/j.fishres.2016.04.011","https://linkinghub.elsevier.com/retrieve/pii/S0165783616301242","10.1016/j.fishres.2016.04.011","https://doi.org/10.1016/j.fishres.2016.04.011"
6980,"Marine Ecology Progress Series","Changes in community structure in temperate marine reserves",NA,"http://www.int-res.com/abstracts/meps/v189/p125-134/",NA,NA
6996,"ICES Journal of Marine Science","Evaluating the efficacy of technical measures: a case study of selection device legislation in the UK <i>Crangon crangon</i> (brown shrimp) fishery","https://doi.org/10.1093/icesjms/fsn016","https://academic.oup.com/icesjms/article/65/2/267/737922","10.1093/icesjms/fsn016","https://doi.org/10.1093/icesjms/fsn016"
7001,"Fisheries Management and Ecology","Discards from the artisanal shrimp fishery in a tropical coastal lagoon of Mexico: spatio-temporal patterns and fishing gear effects","https://doi.org/10.1111/j.1365-2400.2009.00653.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1365-2400.2009.00653.x","10.1111/j.1365-2400.2009.00653.x","https://doi.org/10.1111/j.1365-2400.2009.00653.x"
7008,"Marine Ecology Progress Series","Indirect effects of protection from exploitation: patterns from populations of <i>Evechinus chloroticus</i> (Echinoidea) in northeastern New Zealand",NA,"http://www.int-res.com/abstracts/meps/v173/p215-226/",NA,NA
7014,"Aquatic Conservation: Marine and Freshwater Ecosystems","A conservation trade-off? Interspecific differences in seahorse responses to experimental changes in fishing effort",NA,"http://doi.wiley.com/10.1002/aqc.798",NA,NA
7039,"ICES Journal of Marine Science","Reducing discards in a temperate prawn trawl fishery: a collaborative approach to bycatch research in South Australia","https://doi.org/10.1093/icesjms/fsv147","https://academic.oup.com/icesjms/article-lookup/doi/10.1093/icesjms/fsv147","10.1093/icesjms/fsv147","https://doi.org/10.1093/icesjms/fsv147"
7040,"African Zoology","Effects of fishing on a temperate reef community in South Africa 2: benthic invertebrates and algae",NA,"http://www.tandfonline.com/doi/full/10.2989/AJMS.2009.31.2.13.885",NA,NA
7044,"Marine Environmental Research","Limited differences in fish and benthic communities and possible cascading effects inside and outside a protected marine area in Sagres (SW Portugal)",NA,"https://linkinghub.elsevier.com/retrieve/pii/S0141113615300829",NA,NA
7047,"ICES Journal of Marine Science","Effect of closed areas on distribution of fish and epibenthos","https://doi.org/10.1006/jmsc.2000.0921","https://academic.oup.com/icesjms/article-lookup/doi/10.1006/jmsc.2000.0921","10.1006/jmsc.2000.0921","https://doi.org/10.1006/jmsc.2000.0921"
7049,"Marine Environmental Research","Sessile and mobile components of a benthic ecosystem display mixed trends within a temperate marine reserve",NA,"https://linkinghub.elsevier.com/retrieve/pii/S0141113615000410",NA,NA
7078,"Marine Ecology Progress Series","Seamount benthic macrofauna off southern Tasmania: community structure and impacts of trawling",NA,"http://www.int-res.com/abstracts/meps/v213/p111-125/",NA,NA
7083,"Fisheries Research","Factors affecting bycatch in a developing New Zealand scampi potting fishery","https://doi.org/10.1016/j.fishres.2016.08.005","https://linkinghub.elsevier.com/retrieve/pii/S0165783616302570","10.1016/j.fishres.2016.08.005","https://doi.org/10.1016/j.fishres.2016.08.005"
7092,"Marine Ecology Progress Series","Marine reserves increase the abundance and size of blue cod and rock lobster",NA,"http://www.int-res.com/abstracts/meps/v366/p147-158/",NA,NA
7123,"Marine Ecology Progress Series","Benefits of a replenishment zone revealed through trends in focal species at Glover’s Atoll, Belize",NA,"http://www.int-res.com/abstracts/meps/v580/p37-56/",NA,NA
7134,"ICES Journal of Marine Science","An assessment of the effectiveness of Marine Protected Areas in the San Juan Islands, Washington, USA",NA,"https://academic.oup.com/icesjms/article-lookup/doi/10.1006/jmsc.2000.0808",NA,NA
7137,"Fisheries Research","Catch comparison of flatfish pulse trawls and a tickler chain beam trawl","https://doi.org/10.1016/j.fishres.2013.11.007","https://linkinghub.elsevier.com/retrieve/pii/S0165783613002853","10.1016/j.fishres.2013.11.007","https://doi.org/10.1016/j.fishres.2013.11.007"
7140,"Journal of Sea Research (formerly Netherlands Journal of Sea Research)","Species, trophic, and functional diversity in marine protected and non-protected areas","https://doi.org/10.1016/j.seares.2012.07.002","https://linkinghub.elsevier.com/retrieve/pii/S1385110112001141","10.1016/j.seares.2012.07.002","https://doi.org/10.1016/j.seares.2012.07.002"
7160,"Fisheries Research","The impact of turtle excluder devices and bycatch reduction devices on diverse tropical marine communities in Australia's northern prawn trawl fishery.","10.1016/j.fishres.2006.07.009","https://www.sciencedirect.com/science/article/abs/pii/S0165783606002797","10.1016/j.fishres.2006.07.009","https://doi.org/10.1016/j.fishres.2006.07.009"
7161,"Fisheries Research","A comparison of demersal communities in an area closed to trawling with those in adjacent areas open to trawling: a study in the Great Barrier Reef Marine Park, Australia.","10.1016/j.fishres.2005.11.025","https://www.sciencedirect.com/science/article/abs/pii/S0165783606000208","10.1016/j.fishres.2005.11.025","https://doi.org/10.1016/j.fishres.2005.11.025"
7172,"Fisheries Research","Reducing the discards of finfish and benthic invertebrates of UK beam trawlers.","10.1016/j.fishres.2009.01.007","https://www.sciencedirect.com/science/article/abs/pii/S0165783609000356","10.1016/j.fishres.2009.01.007","https://doi.org/10.1016/j.fishres.2009.01.007"
7178,"Fisheries Research","New approaches to the reduction of non-target mortality in beam trawling.","10.1016/j.fishres.2004.10.019","https://www.sciencedirect.com/science/article/abs/pii/S0165783604003005","10.1016/j.fishres.2004.10.019","https://doi.org/10.1016/j.fishres.2004.10.019"
7181,NA,"Reviewing the evidence on mitigation strategies for bats in buildings: informing best-practice for policy makers and practitioners",NA,"https://cieem.net/wp-content/uploads/2019/02/Reviewing_the_evidence_on_mitigation_strategies_for_bats_in_buildings_Final_report_May_2018.pdf",NA,NA
7185,"Agriculture, Ecosystems & Environment","Bat activity in rice paddies: organic and conventional farms compared to unmanaged habitat",NA,"https://doi.org/10.1016/j.agee.2017.08.022","10.1016/j.agee.2017.08.022","https://doi.org/10.1016/j.agee.2017.08.022"
7186,"Ecology & Evolution","Tillage and herbicide reduction mitigate the gap between conventional and organic farming effects on foraging activity of insectivorous bats",NA,"https://onlinelibrary.wiley.com/doi/pdf/10.1002/ece3.3688","10.1002/ece3.3688","https://doi.org/10.1002/ece3.3688"
7187,"Agriculture, Ecosystems & Environment","Agroecological farming practices promote bats",NA,"https://doi.org/10.1016/j.agee.2018.06.008","10.1016/j.agee.2018.06.008","https://doi.org/10.1016/j.agee.2018.06.008"
7188,"Biological Conservation","Higher bat and prey abundance at organic than conventional soybean fields",NA,"https://doi.org/10.1016/j.biocon.2018.06.021","10.1016/j.biocon.2018.06.021","https://doi.org/10.1016/j.biocon.2018.06.021"
7189,"Journal of Mammalogy","Influence of agricultural management on bat activity and species richness in vineyards of central Chile",NA,"https://academic.oup.com/jmammal/article-pdf/99/6/1495/26923117/gyy121.pdf",NA,NA
7190,"Agriculture, Ecosystems & Environment","Farmland heterogeneity benefits bats in agricultural landscapes",NA,"https://doi.org/10.1016/j.agee.2017.11.001","10.1016/j.agee.2017.11.001","https://doi.org/10.1016/j.agee.2017.11.001"
7191,"Journal of Wildlife Management","Acceptance of bats to gates at abandoned mines",NA,"https://wildlife.onlinelibrary.wiley.com/doi/abs/10.1002/jwmg.21498","10.1002/jwmg.21498","https://doi.org/10.1002/jwmg.21498"
7192,"Western North American Naturalist","Bats and mines: evaluating Townsend’s big-eared bat (<i>Corynorhinus townsendii</i>) maternity colony behavioral response to gating",NA,"https://doi.org/10.3398/064.074.0407","10.3398/064.074.0407","https://doi.org/10.3398/064.074.0407"
7193,"Wildlife Society Bulletin","Are external mine entrance characteristics related to bat use?",NA,"https://doi.org/10.2193/0091-7648(2006)34[1368:AEMECR]2.0.CO;2","10.2193/0091-7648(2006)34[1368:AEMECR]2.0.CO;2","https://doi.org/10.2193/0091-7648(2006)34[1368:AEMECR]2.0.CO;2"
7197,"Agriculture, Ecosystems & Environment","Habitat characteristics of harvest mouse nests on arable farmland.",NA,"https://doi.org/10.1016/S0167-8809(03)00137-3","10.1016/S0167-8809(03)00137-3","https://doi.org/10.1016/S0167-8809(03)00137-3"
7201,"Ecological Engineering","Potential of restoration of gravel-sand pits for bats",NA,"https://doi.org/10.1016/j.ecoleng.2017.11.013","10.1016/j.ecoleng.2017.11.013","https://doi.org/10.1016/j.ecoleng.2017.11.013"
7202,"EcoHealth","Characteristics and risk perceptions of Ghanaians potentially exposed to bat-borne zoonoses through bushmeat",NA,"https://link.springer.com/content/pdf/10.1007%2Fs10393-014-0977-0.pdf","10.1007/s10393-014-0977-0","https://doi.org/10.1007/s10393-014-0977-0"
7204,"Diversity","Does thinning homogenous and dense regrowth benefit bats? Radio-tracking, ultrasonic detection and trapping",NA,"https://www.mdpi.com/1424-2818/10/2/45/pdf",NA,NA
7205,"Forest Ecology and Management","Bat response to prescribed fire and overstory thinning in hardwood forest on the Cumberland Plateau, Tennessee",NA,"https://doi.org/10.1016/j.foreco.2015.09.048","10.1016/j.foreco.2015.09.048","https://doi.org/10.1016/j.foreco.2015.09.048"
7206,"Forest Ecology and Management","Effects of shelterwood harvest and prescribed fire in upland Appalachian hardwood forests on bat activity",NA,"https://doi.org/10.1016/j.foreco.2015.10.010","10.1016/j.foreco.2015.10.010","https://doi.org/10.1016/j.foreco.2015.10.010"
7207,"Wildlife Research","Experimental evaluation of the initial effects of large-scale thinning on structure and biodiversity of river red gum (<i>Eucalyptus camaldulensis</i>) forests",NA,"https://doi.org/10.1071/WR17168","10.1071/WR17168","https://doi.org/10.1071/WR17168"
7208,"Journal of Applied Ecology","The impact of even-aged and uneven-aged forest management on regional biodiversity of multiple taxa in European beech forests",NA,"https://doi.org/10.1111/1365-2664.12950","10.1111/1365-2664.12950","https://doi.org/10.1111/1365-2664.12950"
7209,"Forest Ecology and Management","Ecological outcomes for multiple taxa from silvicultural thinning of regrowth forest",NA,"https://doi.org/10.1016/j.foreco.2018.05.026","10.1016/j.foreco.2018.05.026","https://doi.org/10.1016/j.foreco.2018.05.026"
7210,"Acta Chiropterologica","Bat community responses to structural habitat complexity resulting from management practices within different land use types - a case study from north-eastern Germany",NA,"https://doi.org/10.3161/15081109ACC2018.20.2.010","10.3161/15081109ACC2018.20.2.010","https://doi.org/10.3161/15081109ACC2018.20.2.010"
7211,"Journal of Wildlife Management","Activity of an endangered bat increases immediately following prescribed fire",NA,"https://doi.org/10.1002/jwmg.21481","10.1002/jwmg.21481","https://doi.org/10.1002/jwmg.21481"
7212,"Royal Society Open Science","Effects of dimming light-emitting diode street lights on light-opportunistic and light-averse bats in suburban habitats",NA,"https://royalsocietypublishing.org/doi/pdf/10.1098/rsos.180205","10.1098/rsos.180205","https://doi.org/10.1098/rsos.180205"
